s:0 tel:10.8633
s:0 trl:10.8644 lr:0.000083 norm:2.43 time (ms):1400.09
s:1 trl:10.7766 lr:0.000166 norm:2.36 time (ms):1035.13
s:2 trl:10.6350 lr:0.000249 norm:1.68 time (ms):1035.50
s:3 trl:10.5366 lr:0.000331 norm:1.18 time (ms):1034.78
s:4 trl:10.4454 lr:0.000414 norm:1.14 time (ms):1035.08
s:5 trl:10.3565 lr:0.000497 norm:1.16 time (ms):1035.42
s:6 trl:10.2603 lr:0.000580 norm:1.19 time (ms):1035.22
s:7 trl:10.1426 lr:0.000663 norm:1.16 time (ms):1035.27
s:8 trl:10.0001 lr:0.000746 norm:1.17 time (ms):1034.56
s:9 trl:9.8465 lr:0.000829 norm:1.16 time (ms):1035.29
s:10 trl:9.6750 lr:0.000911 norm:1.16 time (ms):1035.41
s:11 trl:9.4893 lr:0.000994 norm:1.17 time (ms):1035.40
s:12 trl:9.3154 lr:0.001077 norm:1.17 time (ms):1035.27
s:13 trl:9.1212 lr:0.001160 norm:1.20 time (ms):1035.02
s:14 trl:8.9591 lr:0.001243 norm:1.31 time (ms):1035.09
s:15 trl:8.7948 lr:0.001326 norm:1.17 time (ms):1035.33
s:16 trl:8.6029 lr:0.001409 norm:1.15 time (ms):1035.33
s:17 trl:8.4478 lr:0.001491 norm:1.11 time (ms):1035.24
s:18 trl:8.2964 lr:0.001574 norm:1.08 time (ms):1035.26
s:19 trl:8.1380 lr:0.001657 norm:1.05 time (ms):1035.25
s:20 trl:8.0031 lr:0.001740 norm:0.98 time (ms):1035.26
s:21 trl:7.9226 lr:0.001823 norm:0.90 time (ms):1035.56
s:22 trl:7.8089 lr:0.001906 norm:0.87 time (ms):1035.29
s:23 trl:7.7145 lr:0.001989 norm:0.71 time (ms):1035.39
s:24 trl:7.6569 lr:0.002071 norm:0.64 time (ms):1035.28
s:25 trl:8.7723 lr:0.002154 norm:23.09 time (ms):1034.67
s:26 trl:7.6091 lr:0.002237 norm:0.90 time (ms):1035.49
s:27 trl:7.6480 lr:0.002320 norm:0.62 time (ms):1035.36
s:28 trl:7.6612 lr:0.002403 norm:0.79 time (ms):1035.47
s:29 trl:7.6741 lr:0.002486 norm:2.91 time (ms):1035.09
s:30 trl:7.5538 lr:0.002569 norm:0.53 time (ms):1034.51
s:31 trl:7.5896 lr:0.002651 norm:0.59 time (ms):1035.08
s:32 trl:7.5852 lr:0.002734 norm:0.31 time (ms):1035.49
s:33 trl:7.5631 lr:0.002817 norm:0.61 time (ms):1035.38
s:34 trl:7.6153 lr:0.002900 norm:1.60 time (ms):1035.27
s:35 trl:7.4471 lr:0.002983 norm:0.67 time (ms):1035.38
s:36 trl:7.4955 lr:0.003066 norm:0.49 time (ms):1035.68
s:37 trl:7.4503 lr:0.003149 norm:0.47 time (ms):1035.23
s:38 trl:7.4383 lr:0.003231 norm:0.53 time (ms):1035.43
s:39 trl:7.3883 lr:0.003314 norm:0.51 time (ms):1035.45
s:40 trl:7.4642 lr:0.003397 norm:1.36 time (ms):1034.76
s:41 trl:7.4369 lr:0.003480 norm:1.17 time (ms):1034.54
s:42 trl:7.3585 lr:0.003563 norm:0.62 time (ms):1034.48
s:43 trl:7.3138 lr:0.003646 norm:0.59 time (ms):1035.10
s:44 trl:7.2736 lr:0.003729 norm:0.35 time (ms):1034.38
s:45 trl:7.3579 lr:0.003811 norm:0.60 time (ms):1035.21
s:46 trl:7.2243 lr:0.003894 norm:0.35 time (ms):1035.27
s:47 trl:7.2530 lr:0.003977 norm:0.61 time (ms):1035.15
s:48 trl:7.2326 lr:0.004060 norm:0.55 time (ms):1035.67
s:49 trl:7.1567 lr:0.004143 norm:0.32 time (ms):1035.17
s:50 trl:7.1414 lr:0.004226 norm:0.34 time (ms):1035.52
s:51 trl:7.1478 lr:0.004309 norm:0.28 time (ms):1035.49
s:52 trl:7.2014 lr:0.004391 norm:0.41 time (ms):1035.06
s:53 trl:7.0707 lr:0.004474 norm:0.32 time (ms):1035.52
