s:0 tel:10.8491
s:0 trl:10.8493 lr:0.000043 norm:1.39 time (ms):1048.09
s:1 trl:10.8367 lr:0.000086 norm:1.44 time (ms):691.89
s:2 trl:10.8123 lr:0.000129 norm:1.50 time (ms):691.09
s:3 trl:10.7764 lr:0.000171 norm:1.50 time (ms):691.29
s:4 trl:10.7235 lr:0.000214 norm:1.52 time (ms):691.15
s:5 trl:10.6541 lr:0.000257 norm:1.29 time (ms):691.07
s:6 trl:10.5899 lr:0.000300 norm:1.03 time (ms):690.96
s:7 trl:10.5324 lr:0.000343 norm:0.93 time (ms):691.18
s:8 trl:10.4748 lr:0.000386 norm:0.94 time (ms):690.29
s:9 trl:10.4214 lr:0.000429 norm:0.94 time (ms):690.17
s:10 trl:10.3608 lr:0.000471 norm:0.95 time (ms):691.03
s:11 trl:10.2917 lr:0.000514 norm:0.96 time (ms):690.65
s:12 trl:10.2190 lr:0.000557 norm:0.96 time (ms):690.32
s:13 trl:10.1357 lr:0.000600 norm:0.95 time (ms):690.50
s:14 trl:10.0507 lr:0.000643 norm:0.95 time (ms):691.20
s:15 trl:9.9631 lr:0.000686 norm:0.95 time (ms):691.25
s:16 trl:9.8580 lr:0.000729 norm:0.95 time (ms):691.21
s:17 trl:9.7572 lr:0.000771 norm:0.95 time (ms):690.91
s:18 trl:9.6483 lr:0.000814 norm:0.96 time (ms):690.95
s:19 trl:9.5335 lr:0.000857 norm:0.96 time (ms):690.45
s:20 trl:9.4168 lr:0.000900 norm:0.95 time (ms):690.12
s:21 trl:9.3151 lr:0.000943 norm:0.95 time (ms):690.24
s:22 trl:9.1947 lr:0.000986 norm:0.96 time (ms):690.31
s:23 trl:9.0722 lr:0.001029 norm:0.95 time (ms):690.69
s:24 trl:8.9600 lr:0.001071 norm:0.95 time (ms):690.72
s:25 trl:8.8766 lr:0.001114 norm:0.94 time (ms):690.70
s:26 trl:8.7448 lr:0.001157 norm:0.96 time (ms):691.04
s:27 trl:8.6478 lr:0.001200 norm:0.95 time (ms):691.30
s:28 trl:8.5580 lr:0.001243 norm:1.06 time (ms):690.75
s:29 trl:8.4448 lr:0.001286 norm:1.00 time (ms):690.50
s:30 trl:8.3291 lr:0.001329 norm:0.94 time (ms):691.17
s:31 trl:8.2588 lr:0.001371 norm:0.91 time (ms):691.73
s:32 trl:8.1807 lr:0.001414 norm:0.87 time (ms):689.71
s:33 trl:8.1036 lr:0.001457 norm:0.88 time (ms):690.81
s:34 trl:8.0499 lr:0.001500 norm:0.81 time (ms):691.43
s:35 trl:7.8832 lr:0.001543 norm:0.86 time (ms):691.45
s:36 trl:7.8853 lr:0.001586 norm:0.76 time (ms):691.29
s:37 trl:7.8291 lr:0.001629 norm:0.70 time (ms):690.26
s:38 trl:7.7912 lr:0.001671 norm:0.63 time (ms):691.55
s:39 trl:7.7447 lr:0.001714 norm:0.74 time (ms):690.57
s:40 trl:7.7154 lr:0.001757 norm:0.65 time (ms):690.09
